neighborhood,property_type,bedrooms,bathrooms,sqft,lot_size,year_built,age,has_garage,has_basement,has_renovation,distance_to_downtown_km,walk_score,latitude,longitude,price
Kitsilano,Condo,2,1,450,0,1972,53,0,0,0,6.0,72,49.2658,-123.1658,699000
Hastings-Sunrise,House,3,2,3125,3286,1937,88,0,1,1,6.1,68,49.2811,-123.0486,1397000
Kitsilano,House,4,2,2372,6558,2020,5,0,1,0,5.6,63,49.2827,-123.1713,2026000
Oakridge,Townhouse,2,2,1382,1375,1941,84,1,0,1,5.5,61,49.2285,-123.1204,931000
Kerrisdale,Townhouse,3,2,1984,2566,1922,103,1,0,0,8.0,51,49.2299,-123.1686,1307000
Kerrisdale,House,5,2,3245,7202,1946,79,1,1,1,9.2,44,49.2281,-123.1432,2598000
Sunset,House,5,3,4122,7742,1933,92,1,0,1,8.4,43,49.215,-123.0854,1460000
Marpole,Condo,2,1,687,0,1980,45,1,0,0,10.0,50,49.2126,-123.1272,473000
Grandview,Condo,1,1,1088,0,1972,53,1,0,0,6.0,53,49.2723,-123.0651,580000
West End,Townhouse,2,1,1558,2161,1999,26,0,0,1,0.7,78,49.2878,-123.1461,1019000
Hastings-Sunrise,Condo,2,1,617,0,1921,104,1,0,0,5.7,59,49.2836,-123.0369,454000
Coal Harbour,Townhouse,3,1,1384,2029,1996,29,1,0,1,1.0,92,49.2954,-123.1239,1532000
Kerrisdale,Townhouse,3,1,1282,2660,1972,53,0,0,1,7.4,43,49.2335,-123.1627,1084000
Shaughnessy,Townhouse,3,1,1856,1520,1930,95,1,0,0,7.1,52,49.248,-123.1388,1370000
Kerrisdale,Condo,2,1,1045,0,1942,83,0,0,0,10.2,51,49.2378,-123.1575,836000
Riley Park,House,3,3,2502,6626,1967,58,0,1,0,4.4,59,49.2515,-123.1098,1453000
Shaughnessy,Condo,1,1,884,0,1934,91,0,0,0,5.4,53,49.2637,-123.1411,875000
Coal Harbour,House,3,3,3184,4738,1945,80,0,0,0,2.1,87,49.2917,-123.1269,2288000
Oakridge,Condo,2,1,728,0,1963,62,0,0,1,5.4,65,49.2295,-123.113,754000
Shaughnessy,Townhouse,3,1,1020,2112,1987,38,0,0,0,5.5,67,49.2461,-123.1374,1420000
Renfrew,House,4,2,2108,3206,1935,90,1,0,0,9.9,48,49.2515,-123.0466,1080000
Kerrisdale,House,3,2,3090,3672,1997,28,1,1,0,9.5,49,49.2306,-123.1618,2122000
Riley Park,Condo,2,1,464,0,1990,35,1,0,0,4.7,73,49.242,-123.0976,559000
Kitsilano,Condo,2,1,1237,0,1923,102,1,0,1,5.5,67,49.2673,-123.169,816000
Coal Harbour,Condo,2,1,995,0,1943,82,0,0,1,2.1,71,49.2967,-123.1271,1076000
Hastings-Sunrise,House,5,3,3549,5133,2004,21,0,1,0,6.7,46,49.2669,-123.0412,1464000
Marpole,Condo,2,1,946,0,2003,22,1,0,0,6.7,57,49.2112,-123.1294,547000
Killarney,Condo,1,1,827,0,1993,32,0,0,0,13.1,30,49.2281,-123.0391,422000
Kerrisdale,House,5,3,3737,3819,2012,13,1,0,0,7.7,58,49.2324,-123.161,2492000
Point Grey,Condo,2,1,1079,0,1932,93,0,0,0,9.8,39,49.269,-123.2069,878000
Kerrisdale,Condo,1,1,1250,0,1989,36,1,0,0,7.8,52,49.237,-123.1641,874000
Sunset,House,3,2,3345,7748,2001,24,1,1,0,7.6,54,49.2214,-123.0928,1853000
Marpole,Townhouse,2,2,1550,2157,1966,59,0,0,1,9.0,60,49.2138,-123.1224,827000
Coal Harbour,Condo,2,1,788,0,1982,43,0,0,0,0.6,89,49.2926,-123.1177,773000
Kitsilano,Condo,1,1,1263,0,1984,41,0,0,0,5.6,55,49.2688,-123.1668,786000
Gastown,House,5,3,1800,5343,1981,44,1,1,1,1.5,74,49.2852,-123.1105,1486000
Gastown,Condo,1,1,1158,0,2001,24,0,0,0,0.5,82,49.282,-123.0995,682000
Hastings-Sunrise,Townhouse,3,1,2033,2458,1947,78,0,0,1,7.5,53,49.2753,-123.0422,850000
Strathcona,Townhouse,2,2,1554,2750,2010,15,0,0,0,3.7,57,49.2744,-123.0869,648000
Killarney,House,4,2,3359,6228,1928,97,1,0,1,12.7,30,49.2202,-123.0513,1327000
Gastown,House,5,3,2109,3992,1961,64,1,1,0,0.5,88,49.2792,-123.1172,1577000
Kitsilano,Condo,1,1,993,0,1942,83,0,0,0,5.6,59,49.2686,-123.1647,608000
Renfrew,House,5,2,2732,5921,1959,66,1,1,0,9.8,34,49.2591,-123.053,1361000
Strathcona,Condo,1,1,586,0,1999,26,0,0,0,4.4,75,49.278,-123.0872,375000
Mount Pleasant,House,3,3,2786,6350,1977,48,1,0,0,5.5,68,49.2623,-123.0973,1695000
Strathcona,Condo,1,1,718,0,1960,65,0,0,1,3.6,62,49.273,-123.09,405000
Dunbar,Condo,2,1,1065,0,1965,60,0,0,1,10.9,31,49.2442,-123.1828,792000
Hastings-Sunrise,Townhouse,2,1,1938,2627,1992,33,0,1,1,5.9,69,49.2786,-123.0446,879000
Fairview,Townhouse,2,2,1761,2857,2006,19,0,0,0,3.6,88,49.2679,-123.1254,942000
Dunbar,Townhouse,2,2,1899,1386,1950,75,1,0,0,10.6,43,49.2472,-123.1917,1103000
Gastown,Townhouse,3,1,1150,2565,1994,31,0,0,0,0.6,87,49.2863,-123.1075,792000
Shaughnessy,Townhouse,3,1,1858,2289,1949,76,0,0,1,6.5,56,49.2491,-123.1379,1382000
Sunset,House,5,2,2777,5010,1981,44,1,0,0,9.2,53,49.2293,-123.093,1300000
Fairview,Condo,2,1,815,0,1923,102,0,0,0,2.8,78,49.2682,-123.1343,663000
Mount Pleasant,Condo,2,1,1252,0,1924,101,0,0,0,5.0,63,49.2649,-123.0905,753000
Shaughnessy,Townhouse,2,1,1373,2747,1936,89,0,0,0,4.5,57,49.2398,-123.1359,1320000
Grandview,Townhouse,2,1,1661,1810,2006,19,0,0,0,4.7,69,49.2659,-123.0643,874000
Riley Park,Townhouse,3,2,1180,2556,1951,74,0,0,0,7.1,55,49.2498,-123.1026,807000
Oakridge,Condo,2,1,1399,0,1922,103,1,0,0,5.5,73,49.2246,-123.1109,878000
West End,Townhouse,2,1,2116,1681,1969,56,0,0,0,0.7,96,49.2988,-123.137,1061000
Shaughnessy,Condo,2,1,995,0,2007,18,0,0,0,6.3,53,49.2533,-123.1421,916000
Riley Park,Townhouse,2,1,1601,1307,1966,59,0,0,0,5.3,64,49.2482,-123.0992,779000
Gastown,Condo,1,1,1072,0,1966,59,0,0,0,0.5,78,49.2728,-123.1104,550000
Mount Pleasant,House,4,3,2688,5357,1963,62,1,0,0,3.0,68,49.2653,-123.1022,1471000
Riley Park,Townhouse,2,2,1789,2994,2002,23,0,0,0,6.2,56,49.2372,-123.102,866000
Point Grey,Condo,1,1,805,0,2001,24,0,0,0,7.8,49,49.2639,-123.204,828000
Oakridge,Condo,2,1,705,0,1994,31,1,0,0,7.5,52,49.2256,-123.1149,697000
Marpole,Condo,2,1,696,0,1933,92,0,0,1,10.1,38,49.2113,-123.1283,505000
Yaletown,Condo,2,1,863,0,1934,91,1,0,1,0.5,96,49.2766,-123.1189,851000
Kerrisdale,House,4,3,3612,6159,2024,1,1,0,0,8.7,49,49.2369,-123.15,2480000
Shaughnessy,Condo,2,1,1322,0,1968,57,0,0,0,6.1,53,49.2428,-123.1378,918000
Kitsilano,Townhouse,2,2,1376,2943,1956,69,0,0,1,5.6,68,49.265,-123.1678,1097000
Strathcona,Condo,2,1,1400,0,1988,37,1,0,1,5.2,71,49.279,-123.0871,552000
Killarney,House,3,2,3374,5936,2012,13,1,0,0,12.9,30,49.2267,-123.0464,1249000
Kerrisdale,Condo,1,1,620,0,1996,29,0,0,0,7.6,43,49.2378,-123.1522,638000
Gastown,House,3,3,3687,7221,2007,18,0,1,0,1.5,85,49.2791,-123.1066,2320000
Dunbar,Townhouse,2,1,1773,1611,2013,12,0,0,0,8.9,52,49.2491,-123.1814,1161000
Renfrew,Condo,1,1,979,0,1935,90,0,0,1,11.5,30,49.2565,-123.0443,442000
Grandview,House,5,2,3666,6358,1982,43,1,1,1,7.3,43,49.2719,-123.0705,1946000
West End,Condo,1,1,933,0,1920,105,0,0,0,1.1,82,49.2816,-123.1378,620000
Hastings-Sunrise,House,5,2,3365,3007,2015,10,0,1,1,7.7,55,49.2812,-123.0393,1538000
Oakridge,Condo,2,1,686,0,1985,40,1,0,0,8.1,42,49.2289,-123.1266,704000
Marpole,Townhouse,3,2,1505,1868,1922,103,0,0,1,8.5,43,49.2101,-123.1299,688000
Killarney,Townhouse,3,1,1624,2495,1969,56,1,0,0,13.3,30,49.2158,-123.0502,664000
Coal Harbour,Condo,2,1,830,0,1963,62,0,0,0,1.3,75,49.2939,-123.1224,972000
Sunset,House,4,2,3386,5308,1923,102,1,1,0,9.6,42,49.2191,-123.0906,1473000
Mount Pleasant,House,3,2,2173,7102,2023,2,1,1,1,3.2,77,49.2632,-123.094,2238000
Riley Park,Townhouse,3,1,1309,2858,2011,14,1,0,0,3.8,83,49.2444,-123.1004,882000
Point Grey,Townhouse,2,1,2024,2090,1978,47,1,0,1,9.0,45,49.2467,-123.1946,1372000
Grandview,Condo,2,1,1400,0,1988,37,0,0,0,4.5,68,49.281,-123.0745,709000
West End,House,5,3,2800,5764,2002,23,0,1,1,1.0,79,49.2843,-123.1346,2005000
Hastings-Sunrise,Condo,1,1,1058,0,2001,24,0,0,0,8.6,51,49.2722,-123.0464,426000
Marpole,Condo,1,1,996,0,1946,79,0,0,0,6.9,42,49.2209,-123.1278,453000
Coal Harbour,Condo,1,1,526,0,1977,48,0,0,0,0.5,88,49.2775,-123.1196,783000
Gastown,House,4,3,2575,5097,1997,28,1,1,1,1.4,79,49.2895,-123.115,2088000
Shaughnessy,House,4,2,3165,7353,1954,71,1,1,0,5.7,59,49.2419,-123.1442,2733000
Kerrisdale,Condo,2,1,980,0,2008,17,1,0,0,9.3,44,49.2355,-123.1545,901000
Strathcona,Condo,1,1,450,0,1956,69,0,0,1,3.0,70,49.2823,-123.0887,333000
West End,Townhouse,2,1,1619,2791,1977,48,0,0,1,2.6,82,49.2955,-123.1305,1090000
Renfrew,Condo,1,1,1074,0,1988,37,0,0,0,10.0,31,49.2536,-123.0529,440000
Marpole,House,4,2,4488,7220,2006,19,1,0,1,11.1,31,49.2207,-123.1317,1761000
Kitsilano,Condo,1,1,831,0,1937,88,1,0,1,5.3,62,49.2724,-123.1666,684000
Gastown,Townhouse,2,2,1823,2037,1995,30,0,0,0,1.6,81,49.2831,-123.1133,1019000
Kitsilano,House,4,2,2582,3121,1931,94,1,1,0,7.4,59,49.2658,-123.173,1918000
Coal Harbour,Condo,2,1,1078,0,1967,58,0,0,0,0.5,90,49.283,-123.1245,950000
Mount Pleasant,Townhouse,2,1,1886,2269,1935,90,0,0,0,3.4,63,49.2603,-123.1095,859000
Renfrew,Condo,1,1,1039,0,2006,19,0,0,0,11.2,31,49.2509,-123.0447,395000
Strathcona,House,3,3,3809,7394,1956,69,1,1,0,1.5,69,49.2727,-123.0889,1479000
Yaletown,Condo,2,1,1064,0,2015,10,0,0,0,0.5,98,49.2767,-123.1212,834000
Killarney,House,3,3,3559,7839,1932,93,1,1,1,11.7,39,49.2217,-123.0529,1457000
Point Grey,House,3,2,2279,4287,1991,34,1,1,0,9.1,32,49.2651,-123.1987,2506000
Riley Park,House,5,2,3454,4470,1979,46,0,1,0,4.7,67,49.2428,-123.103,1869000
Hastings-Sunrise,House,5,2,2383,5826,1967,58,1,0,1,4.1,70,49.2829,-123.0434,1330000
Marpole,Condo,1,1,901,0,1994,31,1,0,0,9.3,56,49.2083,-123.1334,540000
Coal Harbour,House,4,2,3473,3376,1933,92,0,1,1,1.3,84,49.2855,-123.1264,2389000
Point Grey,Condo,1,1,1217,0,1935,90,1,0,0,8.1,45,49.2676,-123.2016,1003000
Killarney,Condo,2,1,791,0,1954,71,0,0,1,14.2,30,49.215,-123.0372,380000
West End,Condo,1,1,1115,0,1977,48,0,0,0,1.9,81,49.2853,-123.1321,676000
Oakridge,Townhouse,2,2,1446,2452,2015,10,0,0,0,6.7,54,49.2314,-123.1209,1038000
Sunset,Condo,1,1,1097,0,2015,10,0,0,0,8.9,35,49.2287,-123.0858,527000
Grandview,Condo,1,1,1214,0,2005,20,0,1,0,3.6,78,49.2794,-123.071,706000
Hastings-Sunrise,Condo,2,1,896,0,1977,48,0,0,1,6.9,48,49.2729,-123.0422,582000
Renfrew,Townhouse,3,2,1735,2534,1937,88,0,0,0,9.5,43,49.2557,-123.0396,630000
Shaughnessy,Condo,1,1,824,0,1938,87,0,0,1,6.6,68,49.2416,-123.1438,1041000
Killarney,Condo,2,1,450,0,2018,7,1,0,0,14.0,30,49.224,-123.0452,443000
Killarney,Condo,2,1,811,0,1929,96,0,0,0,12.5,31,49.2304,-123.0492,341000
Dunbar,Condo,1,1,471,0,1937,88,0,0,1,8.6,47,49.2553,-123.1893,638000
Coal Harbour,House,4,2,3350,3608,1978,47,1,0,0,0.9,89,49.2893,-123.1236,2347000
Sunset,Condo,1,1,603,0,1943,82,1,0,1,8.3,46,49.2183,-123.0974,460000
Marpole,Townhouse,2,2,1524,1783,1938,87,0,0,1,10.1,30,49.2112,-123.1394,633000
Kitsilano,Condo,1,1,1250,0,1982,43,0,0,0,4.9,63,49.2687,-123.1648,757000
Oakridge,House,5,3,3383,6215,1948,77,1,1,0,5.7,58,49.2335,-123.114,1812000
Sunset,Condo,2,1,648,0,1964,61,0,0,1,8.9,47,49.2189,-123.0885,433000
Mount Pleasant,House,5,2,2098,6791,1965,60,0,1,1,4.7,77,49.2603,-123.1014,1756000
Point Grey,Condo,1,1,780,0,1989,36,0,0,0,10.1,42,49.2649,-123.2018,787000
Yaletown,House,5,3,3119,5750,1995,30,1,1,0,0.6,93,49.274,-123.12,2476000
Shaughnessy,House,4,3,2561,5380,1961,64,1,1,1,6.3,57,49.2459,-123.1343,2911000
West End,Townhouse,2,1,2114,1209,2009,16,0,0,1,1.2,82,49.286,-123.1282,1187000
Shaughnessy,Townhouse,2,2,1604,2998,1950,75,0,0,0,3.5,53,49.2544,-123.1332,1474000
Oakridge,Condo,1,1,785,0,1982,43,0,0,1,8.4,50,49.2294,-123.114,673000
Riley Park,House,5,3,3162,3694,1996,29,1,1,1,6.0,56,49.2517,-123.1032,2108000
Kerrisdale,House,5,3,3744,6914,2007,18,1,0,0,7.0,52,49.2288,-123.1518,2482000
Riley Park,House,4,3,2620,4357,1945,80,1,0,0,4.7,57,49.2478,-123.1011,1367000
Marpole,Condo,2,1,1304,0,1936,89,0,0,0,8.0,54,49.2094,-123.123,498000
Dunbar,Condo,2,1,1156,0,2009,16,0,1,0,10.6,34,49.2465,-123.1843,804000
Shaughnessy,Townhouse,2,1,1477,2724,1974,51,0,0,0,6.6,47,49.2365,-123.1336,1147000
Point Grey,Condo,1,1,759,0,1980,45,0,0,0,9.3,40,49.2695,-123.2023,834000
Marpole,Townhouse,2,2,1843,2754,1989,36,0,1,0,8.7,54,49.2103,-123.128,792000
Dunbar,Condo,2,1,853,0,1993,32,0,0,1,8.3,56,49.2495,-123.1812,667000
Coal Harbour,House,5,3,3506,3115,1944,81,1,1,0,2.5,76,49.2933,-123.1206,2354000
Yaletown,Condo,2,1,450,0,1982,43,0,1,0,0.8,83,49.2724,-123.1227,724000
Oakridge,Condo,2,1,1400,0,1994,31,0,0,0,8.2,53,49.2281,-123.1286,754000
Oakridge,Townhouse,3,1,1572,1348,1972,53,0,0,1,8.2,47,49.2344,-123.1169,903000
Strathcona,Townhouse,2,2,1470,1821,1988,37,0,0,1,2.5,73,49.2776,-123.0808,731000
Kerrisdale,Townhouse,3,2,1846,2933,2022,3,0,0,0,9.0,30,49.2322,-123.1547,1566000
Gastown,Townhouse,2,2,1258,1523,1971,54,0,0,0,0.5,86,49.2863,-123.1148,972000
Sunset,Condo,2,1,598,0,2011,14,0,0,0,7.1,45,49.2325,-123.0989,458000
West End,House,3,2,2383,4715,2000,25,1,1,1,0.6,82,49.2906,-123.128,1981000
Killarney,Townhouse,3,2,1387,2907,1953,72,0,0,0,14.2,30,49.2227,-123.0445,651000
Grandview,Townhouse,2,2,1293,2979,1956,69,0,0,1,4.3,70,49.2755,-123.0673,782000
Hastings-Sunrise,Townhouse,2,2,1000,1939,1977,48,1,0,1,6.6,55,49.2801,-123.0431,668000
Killarney,Condo,1,1,941,0,2001,24,0,0,0,11.3,49,49.2174,-123.0403,410000
Point Grey,House,4,2,1800,7453,1994,31,1,1,0,7.8,60,49.2689,-123.1936,2146000
Coal Harbour,Condo,1,1,940,0,1933,92,1,0,0,0.5,93,49.2884,-123.1279,887000
Coal Harbour,House,4,2,3012,7894,1926,99,1,1,1,0.5,70,49.2932,-123.1263,2747000
Killarney,Townhouse,3,2,1716,1883,1948,77,0,0,0,12.8,30,49.2256,-123.0392,636000
Gastown,Condo,1,1,783,0,1943,82,0,0,0,1.5,98,49.2865,-123.1079,559000
Gastown,House,4,2,3145,4771,2022,3,1,0,0,2.3,74,49.2878,-123.1072,2096000
Renfrew,House,5,2,3897,7525,2022,3,1,1,1,10.5,38,49.249,-123.0375,1650000
Dunbar,Condo,1,1,831,0,1949,76,0,0,1,9.1,49,49.2545,-123.1825,787000
Sunset,House,3,2,2848,4612,1995,30,1,1,1,8.8,55,49.2217,-123.1005,1572000
Coal Harbour,House,3,2,4500,4787,2011,14,1,0,1,2.5,88,49.2908,-123.1244,3153000
Yaletown,Condo,2,1,932,0,1945,80,1,0,0,1.1,94,49.2694,-123.1163,943000
Riley Park,Townhouse,2,2,1951,2811,1955,70,1,0,0,6.5,63,49.2399,-123.1059,930000
Sunset,Townhouse,2,2,1375,2298,2001,24,1,0,0,11.2,30,49.2178,-123.0998,728000
Strathcona,Condo,2,1,921,0,1945,80,0,0,1,1.3,97,49.274,-123.0853,510000
Kitsilano,Condo,1,1,1279,0,2007,18,0,0,0,6.1,65,49.2669,-123.1726,730000
Kerrisdale,House,5,2,3119,6152,2023,2,1,1,0,9.3,40,49.2361,-123.146,2664000
Coal Harbour,Townhouse,2,2,1733,2398,2017,8,0,0,0,0.5,82,49.2828,-123.1259,1228000
Mount Pleasant,Condo,2,1,509,0,1971,54,0,0,0,4.9,69,49.269,-123.0915,623000
Yaletown,Condo,1,1,830,0,1948,77,0,0,0,1.0,76,49.2844,-123.12,773000
Oakridge,House,5,2,2010,6367,2011,14,0,1,0,7.3,60,49.2283,-123.1155,1785000
Marpole,Condo,1,1,1000,0,2024,1,0,0,1,8.7,57,49.2088,-123.1261,589000
Grandview,Townhouse,2,2,1736,2696,2000,25,1,0,0,6.4,69,49.283,-123.0766,1033000
Kerrisdale,House,3,3,3416,7745,2017,8,0,0,0,10.2,30,49.2242,-123.1486,1966000
Point Grey,Townhouse,2,2,1428,1536,2009,16,0,0,0,6.7,41,49.2676,-123.2026,1320000
Kerrisdale,Condo,1,1,752,0,1970,55,0,0,0,9.3,41,49.2372,-123.1501,729000
Strathcona,Condo,1,1,1400,0,2014,11,0,0,1,3.6,69,49.2755,-123.0864,508000
Yaletown,Condo,1,1,942,0,1963,62,1,0,1,1.5,82,49.2807,-123.1227,813000
Kerrisdale,Condo,1,1,1080,0,2004,21,0,0,0,7.1,52,49.2308,-123.1529,908000
Marpole,Townhouse,2,2,1627,2279,2023,2,0,0,0,10.0,30,49.2138,-123.1344,946000
Renfrew,House,4,2,3086,3974,2021,4,1,1,1,10.6,36,49.2523,-123.0338,1525000
Grandview,Condo,2,1,450,0,1988,37,1,0,1,5.6,69,49.2684,-123.0628,532000
Killarney,Condo,2,1,1079,0,2011,14,0,0,0,11.6,30,49.2218,-123.0495,437000
Grandview,House,4,2,2453,6508,1971,54,1,1,0,2.9,78,49.2703,-123.0715,1657000
Coal Harbour,Townhouse,3,1,1415,2104,2024,1,0,0,0,2.7,78,49.2958,-123.1161,1527000
Marpole,Condo,2,1,1027,0,1921,104,1,0,1,8.0,38,49.2142,-123.1369,609000
Kerrisdale,House,4,2,2914,3216,1969,56,1,0,0,7.5,59,49.2281,-123.1622,1990000
Fairview,Condo,1,1,1157,0,1997,28,0,0,0,3.5,71,49.2624,-123.122,726000
Killarney,Townhouse,2,2,2200,2783,1976,49,0,0,0,12.3,30,49.2227,-123.0405,617000
Sunset,Townhouse,3,1,2173,1256,1931,94,1,0,0,9.1,45,49.212,-123.0886,707000
Coal Harbour,Condo,2,1,1313,0,1922,103,1,0,1,1.1,91,49.2905,-123.1223,1167000
Kerrisdale,Townhouse,2,2,2018,1599,1935,90,0,0,0,7.6,56,49.2367,-123.1533,1190000
West End,House,4,2,3657,6374,1943,82,0,1,0,1.0,94,49.2888,-123.1364,2099000
Hastings-Sunrise,Condo,2,1,1014,0,1926,99,1,0,1,7.4,45,49.2871,-123.0411,512000
Grandview,Condo,1,1,1400,0,1968,57,0,0,0,5.1,61,49.2782,-123.0702,603000
Strathcona,Condo,2,1,1054,0,1959,66,0,0,0,3.7,89,49.2717,-123.0819,512000
West End,Condo,1,1,995,0,2015,10,1,1,1,2.3,76,49.2833,-123.1275,863000
Dunbar,House,4,3,3564,7244,1943,82,0,1,0,9.2,46,49.241,-123.1889,2327000
Oakridge,House,3,2,3248,6637,1931,94,1,1,0,7.3,58,49.2121,-123.109,1892000
Marpole,Townhouse,3,2,1000,2384,1938,87,0,0,0,8.4,51,49.2104,-123.1357,606000
Gastown,Condo,2,1,880,0,1965,60,0,0,0,1.0,73,49.2883,-123.1016,692000
Killarney,House,4,2,3783,5830,1929,96,0,1,1,14.3,30,49.2188,-123.0486,1045000
Oakridge,House,5,3,3628,7853,1987,38,1,0,0,7.5,47,49.2239,-123.1234,2043000
Renfrew,Townhouse,2,1,1591,1332,1978,47,0,0,0,11.3,47,49.2524,-123.0457,607000
Riley Park,House,4,2,2865,7477,1995,30,1,1,1,3.7,69,49.2464,-123.1048,1604000
Strathcona,Condo,1,1,905,0,1924,101,0,0,1,2.1,74,49.2822,-123.0918,428000
Grandview,House,4,2,2491,3709,1969,56,1,1,0,4.4,78,49.2694,-123.0718,1541000
Fairview,Townhouse,3,2,1776,2848,1923,102,0,0,1,3.0,85,49.2707,-123.1334,1039000
Riley Park,Condo,1,1,485,0,1924,101,0,0,0,5.6,66,49.2416,-123.1009,464000
Strathcona,Townhouse,3,2,2091,2543,1977,48,1,0,0,4.2,82,49.2734,-123.0853,896000
Marpole,House,4,3,2358,5990,2001,24,1,1,0,9.4,45,49.2158,-123.1301,1434000
Fairview,Townhouse,3,2,1823,1505,1985,40,0,0,0,2.0,64,49.2634,-123.1354,1157000
Grandview,Condo,1,1,939,0,1960,65,0,0,0,6.4,47,49.2761,-123.0676,498000
Sunset,Condo,1,1,877,0,2022,3,1,0,0,8.5,47,49.2282,-123.0875,514000
Gastown,Condo,2,1,879,0,1975,50,0,0,1,1.3,87,49.2816,-123.1006,744000
Gastown,House,3,2,3532,4049,1987,38,0,0,0,2.9,67,49.2837,-123.1011,1679000
Shaughnessy,House,3,2,3005,4760,1923,102,1,1,0,6.1,69,49.2472,-123.1387,2637000
Shaughnessy,Townhouse,2,2,1618,2628,1972,53,0,1,1,6.2,65,49.2359,-123.1343,1508000
Renfrew,Condo,1,1,1048,0,1931,94,1,0,1,10.1,37,49.2465,-123.0429,474000
Kerrisdale,Condo,2,1,970,0,1947,78,0,0,0,8.2,36,49.2365,-123.1552,716000
Fairview,Condo,1,1,826,0,1973,52,1,0,0,4.1,82,49.2639,-123.1339,593000
Grandview,Condo,1,1,1071,0,1975,50,0,0,1,6.2,69,49.276,-123.0659,556000
Sunset,House,3,3,2839,7012,1980,45,1,1,0,9.7,55,49.2269,-123.1026,1368000
West End,Condo,2,1,1131,0,1973,52,0,0,0,2.3,69,49.2937,-123.141,761000
Killarney,House,3,3,3226,3697,2005,20,1,0,0,13.6,30,49.2224,-123.0433,1265000
Sunset,Condo,1,1,1137,0,1958,67,1,0,0,8.6,47,49.2216,-123.09,498000
Gastown,Condo,1,1,1052,0,1927,98,0,0,0,2.2,77,49.2773,-123.1096,641000
Strathcona,Condo,2,1,1400,0,1925,100,1,0,1,2.5,86,49.2732,-123.087,600000
Fairview,Townhouse,2,2,1484,1878,1953,72,0,0,0,4.8,74,49.2601,-123.1289,1028000
Dunbar,Condo,2,1,789,0,1946,79,0,0,0,10.5,34,49.2427,-123.1817,616000
Sunset,Condo,2,1,450,0,1989,36,0,0,0,10.2,36,49.2221,-123.0794,389000
Grandview,House,5,3,2710,6902,1968,57,0,1,1,5.3,60,49.2807,-123.074,1647000
Gastown,Condo,1,1,482,0,1930,95,0,0,0,2.4,73,49.2838,-123.1097,449000
Oakridge,House,3,2,3295,6643,1956,69,1,1,0,5.6,56,49.2256,-123.1117,1925000
Fairview,Condo,2,1,920,0,1931,94,0,0,1,3.0,71,49.262,-123.1331,703000
Oakridge,Condo,1,1,903,0,1959,66,0,0,0,4.0,70,49.2194,-123.1265,642000
Kitsilano,Condo,1,1,1137,0,1983,42,1,0,1,6.4,58,49.2627,-123.1766,786000
Kitsilano,House,3,2,2421,5967,1970,55,0,0,0,5.2,71,49.2601,-123.1562,1825000
Dunbar,Condo,2,1,1103,0,2024,1,0,0,0,9.2,52,49.2468,-123.1911,922000
Renfrew,House,5,3,2586,7109,1930,95,1,1,0,9.1,44,49.2532,-123.04,1382000
Oakridge,Condo,1,1,650,0,2021,4,0,0,1,6.5,68,49.2263,-123.1218,727000
Point Grey,Townhouse,3,1,1732,1275,1932,93,0,0,1,7.9,57,49.2733,-123.1961,1323000
Renfrew,Townhouse,2,1,1314,1843,1930,95,0,0,1,9.1,50,49.2458,-123.0352,642000
Grandview,Townhouse,3,2,1662,1888,2010,15,0,0,0,4.9,72,49.2764,-123.0676,990000
Grandview,House,5,2,3240,7258,1952,73,1,0,0,5.5,50,49.2802,-123.071,1539000
Grandview,House,3,2,3348,6320,1930,95,1,1,0,6.0,80,49.275,-123.0766,1716000
Riley Park,House,3,3,3489,7776,2009,16,0,1,0,6.6,63,49.2546,-123.0994,1900000
West End,Townhouse,2,1,1496,2055,1983,42,0,0,0,0.8,83,49.2815,-123.1321,972000
Grandview,Condo,1,1,1145,0,1976,49,0,0,0,4.7,70,49.2776,-123.0736,642000
Strathcona,House,3,2,3036,4594,1924,101,1,1,0,3.3,100,49.2827,-123.0888,1405000
Shaughnessy,House,4,3,3781,3940,1996,29,1,0,1,7.1,63,49.243,-123.1369,2786000
Gastown,House,5,2,2276,6761,2023,2,1,1,1,0.8,95,49.2943,-123.1016,2298000
Sunset,Condo,1,1,943,0,1941,84,1,0,1,8.0,47,49.224,-123.1043,530000
Grandview,House,5,2,4194,7130,1974,51,1,1,0,5.8,64,49.2813,-123.077,1571000
Strathcona,House,3,3,1800,5188,1996,29,1,0,0,4.5,74,49.2719,-123.0946,1129000
Renfrew,House,3,3,3298,5426,1956,69,1,1,1,8.5,48,49.2521,-123.0436,1403000
Gastown,Condo,2,1,1273,0,1923,102,0,0,1,0.7,90,49.2812,-123.1027,670000
Riley Park,Condo,2,1,763,0,1929,96,0,1,1,4.3,83,49.2458,-123.1118,611000
Gastown,House,4,3,3923,7094,2021,4,0,0,0,0.5,82,49.2898,-123.104,2113000
Point Grey,Townhouse,2,1,1890,1758,2018,7,0,0,1,5.8,75,49.2686,-123.2083,1612000
Kerrisdale,Condo,2,1,1310,0,1931,94,0,0,0,8.2,41,49.2441,-123.1565,946000
Point Grey,House,5,2,1924,5089,1943,82,1,0,0,9.3,44,49.2628,-123.2093,1869000
Coal Harbour,House,5,2,2919,4874,2019,6,1,1,0,2.1,69,49.291,-123.1315,2662000
Strathcona,House,4,2,2352,7673,1962,63,1,1,1,2.9,91,49.2778,-123.0867,1266000
